id,country,area,vessel,gear,rigging,door,year,month,day,haul_number,codend_closing,shooting_time,shooting_quadrant,shooting_latitude,shooting_longitude,shooting_depth,hauling_time,hauling_quadrant,hauling_latitude,hauling_longitude,hauling_depth,hauling_duration,validity,course,recorded_species,distance,vertical_opening,wing_opening,geometrical_precision,bridles_length,warp_length,warp_diameter,hydrological_station,observations,tf,todeb,tofin,method,nstrate,partit,upload_id,SST,X,Y
57199,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,9,74,S,1355,1,4209.68,958.15,565,1455,1,4206.55,958.28,565,60,V,R,3,5371,22,188,E,200,1750,14,NA,0,TA,13.8,13.8,SI,13215,S,486,22.70801735,9.97025,42.13525
57179,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,7,54,S,925,1,4204.33,1057.07,368,1025,1,4205.79,1054.25,350,60,V,R,3,5150,22,182,E,150,1350,14,NA,0,TA,13.8,13.8,SI,13214,S,486,22.64566851,10.92766667,42.08433333
57178,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,7,53,S,705,1,4207.68,1056.58,300,805,1,4206.07,1100.15,300,60,V,R,3,5739,22,180,E,150,1200,14,NA,0,TA,13.8,13.8,SI,13214,S,486,22.66693545,10.97275,42.11458333
57167,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,15,42,S,918,1,4208.72,1117.67,159,948,1,4208.95,1119.9,155,30,V,R,3,3091,23,171,E,100,750,14,NA,0,TA,NA,NA,SI,13218,S,486,22.77708817,11.31308333,42.14725
57166,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,16,41,S,808,1,4204.84,1116.24,368,908,1,4205.42,1120.59,349,60,V,R,3,5926,22,182,E,150,1300,14,NA,0,TA,NA,NA,SI,13219,S,486,22.77708817,11.30691667,42.0855
57203,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,11,78,S,722,1,4210.61,1026.27,552,822,1,4212.49,1029.09,556,60,V,R,3,5556,22,188,E,200,1750,14,NA,0,TA,13.7,13.7,SI,13215,S,486,22.73415661,10.46133333,42.1925
57206,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,7,81,S,1232,1,4214.16,1038.75,628,1332,1,4215.42,1035.13,633,60,V,R,3,5484,22,190,E,200,1850,14,NA,0,TA,13.8,13.8,SI,13215,S,486,22.72186065,10.61566667,42.2465
57168,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,14,43,S,743,1,4211.08,1113.98,128,813,1,4210.31,1116.18,131,30,V,R,3,3339,23,169,E,100,600,14,NA,0,TA,NA,NA,SI,13218,S,486,22.81851339,11.25133333,42.17825
57200,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,9,75,S,1705,1,4216.33,1010.48,199,1735,1,4214.94,1011.3,195,30,V,R,3,2808,22,174,E,100,850,14,NA,0,TA,13.8,13.8,SI,13213,S,486,22.84374666,10.1815,42.26058333
57194,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,10,69,S,1814,1,4216.78,1023.84,400,1914,1,4219.8,1023.96,400,60,V,N,3,5595,22,184,E,150,1400,14,NA,0,TA,13.7,13.7,SI,13214,S,486,22.82468653,10.39833333,42.30483333
57204,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,11,79,S,945,1,4216.64,1029.49,550,1045,1,4219.66,1028.53,546,60,V,R,3,5745,22,188,E,200,1700,14,NA,0,TA,13.7,13.7,SI,13215,S,486,22.81823444,10.4835,42.3025
57205,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,11,80,S,1212,1,4218.22,1030.38,590,1312,1,4215.16,1030,590,60,V,N,3,5690,22,189,E,200,1800,14,NA,0,TA,13.7,13.7,SI,13215,S,486,22.81823444,10.50316667,42.27816667
57193,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,11,68,S,1425,1,4215.73,1031.04,594,1525,1,4218.4,1031.65,594,60,V,R,3,5186,22,189,E,200,1800,14,NA,0,TA,13.7,13.7,SI,13215,S,486,22.81823444,10.52241667,42.28441667
57192,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,14,67,S,742,1,4217.23,1036.23,576,842,1,4220.01,1034.81,545,60,V,R,3,5562,22,188,E,200,1750,14,NA,0,TA,13.7,13.7,SI,13215,S,486,22.80358839,10.592,42.31033333
57180,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,7,55,S,1500,1,4216.24,1038.05,522,1610,1,4214.39,1041.98,564,70,V,R,3,6482,22,188,E,200,1650,14,NA,0,TA,13.8,13.8,SI,13215,S,486,22.78875923,10.66691667,42.25525
57169,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,15,44,S,1102,1,4216,1120.25,105,1132,1,4216.36,1118.35,105,30,V,R,3,2687,23,166,E,100,550,14,NA,0,TA,NA,NA,SI,13218,S,486,22.84139729,11.32166667,42.26966667
57171,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,15,46,S,1500,1,4220.04,1118.56,65,1530,1,4220.65,1116.48,65,30,V,R,3,2850,23,160,E,100,400,14,NA,0,TA,NA,NA,SI,13217,S,486,22.84139729,11.292,42.33908333
57170,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,15,45,S,1333,1,4216.76,1122.22,90,1403,1,4216.23,1124.09,89,30,V,R,3,2744,23,164,E,100,550,14,NA,0,TA,NA,NA,SI,13217,S,486,22.90420675,11.38591667,42.27491667
57196,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,10,71,S,945,1,4227.92,957.37,610,1045,1,4224.73,958.2,615,60,V,R,3,6015,22,189,E,200,1800,14,NA,0,TA,13.7,13.7,SI,13215,S,486,22.86825085,9.963083333,42.43875
57195,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,10,70,S,1422,1,4228.01,958.48,430,1522,1,4225.04,959.04,435,60,V,R,3,5553,22,185,E,150,1450,14,NA,0,TA,13.7,13.7,SI,13214,S,486,22.86825085,9.979333333,42.44208333
57201,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,9,76,S,1030,1,4226.18,1014.39,160,1100,1,4224.67,1013.45,157,30,V,R,3,3077,23,172,E,100,750,14,NA,0,TA,13.8,13.8,SI,13213,S,486,22.90092302,10.232,42.42375
57207,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,9,82,S,732,1,4226.55,1031.57,386,832,1,4224.81,1028.48,383,60,V,R,3,5526,22,183,E,150,1350,14,NA,0,TA,13.8,13.8,SI,13214,S,486,22.884408,10.50041667,42.428
57191,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,6,66,S,942,1,4221.55,1038.3,390,1042,1,4224.86,1037.52,395,60,V,R,3,6222,22,183,E,150,1350,14,NA,0,TA,13.8,13.8,SI,13214,S,486,22.86418796,10.63183333,42.38675
57189,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,14,64,S,1400,1,4225.25,1042.17,270,1500,1,4222.39,1041.85,273,60,V,R,3,5562,22,179,E,150,1100,14,NA,0,TA,13.7,13.7,SI,13214,S,486,22.84175348,10.70016667,42.397
57181,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,6,56,S,735,1,4219.53,1042.56,280,835,1,4222.66,1040.89,290,60,V,R,3,6231,22,179,E,150,1100,14,NA,0,TA,13.5,13.6,SI,13214,S,486,22.84175348,10.69541667,42.35158333
57188,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,12,63,S,1103,1,4221.79,1048.98,160,1133,1,4221.26,1047.85,175,30,V,N,3,2778,23,172,E,100,750,14,NA,0,TA,13.7,13.7,SI,13213,S,486,22.83227968,10.80691667,42.35875
57184,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,13,59,S,1350,1,4225.18,1053.17,130,1420,1,4224.29,1055.2,130,30,V,R,3,3228,23,169,E,100,600,14,NA,0,TA,13.9,14,SI,13213,S,486,22.8632803,10.90308333,42.41225
57185,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,13,60,S,1527,1,4223.92,1104.19,85,1557,1,4225.38,1103.17,83,30,V,R,3,3042,23,163,E,100,500,14,NA,0,TA,14,14.2,SI,13212,S,486,22.95670175,11.06133333,42.41083333
57197,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,10,72,S,724,1,4226.46,956.82,753,824,1,4229.42,955.5,721,60,V,R,3,5650,22,192,E,200,2050,14,NA,0,TA,13.7,13.7,SI,13215,S,486,22.79415274,9.936,42.46566667
57198,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,10,73,S,1200,1,4225.89,958.27,530,1300,1,4229.22,957.88,530,60,V,R,3,6190,22,187,E,200,1650,14,NA,0,TA,13.7,13.7,SI,13215,S,486,22.84908104,9.967916667,42.45925
57209,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,13,84,S,1042,1,4232.43,1021.83,180,1112,1,4233.23,1023.91,175,30,V,R,3,3201,22,173,E,100,800,14,NA,0,TA,13.7,13.7,SI,13213,S,486,22.9275198,10.38116667,42.54716667
57208,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,14,83,S,1050,1,4227.87,1021.34,250,1150,1,4228.48,1025.4,254,60,V,R,3,5747,22,178,E,150,1000,14,NA,0,TA,13.7,13.7,SI,13214,S,486,22.9275198,10.3895,42.46958333
57202,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,6,77,S,1500,1,4226.98,1036.41,350,1600,1,4227.11,1031.84,356,60,V,R,3,6249,22,182,E,150,1300,14,NA,0,TA,13.8,13.8,SI,13214,S,486,22.90013409,10.56875,42.45075
57190,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,6,65,S,1537,1,4229.02,1039.07,255,1637,1,4228.3,1043.35,252,60,V,R,3,5996,22,178,E,150,1000,14,NA,0,TA,13.8,13.8,SI,13214,S,486,22.87396431,10.68683333,42.47766667
57182,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,12,57,S,837,1,4230.76,1051.2,132,907,1,4232.09,1050.07,130,30,V,R,3,2906,23,169,E,100,650,14,NA,0,TA,13.7,13.7,SI,13213,S,486,22.86403322,10.84391667,42.52375
57183,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,12,58,S,705,1,4229.54,1057.7,108,735,1,4230.88,1056.58,108,30,V,R,3,2914,23,167,E,100,600,14,NA,0,TA,13.7,13.7,SI,13213,S,486,22.99742603,10.95233333,42.5035
57177,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,4,52,S,1606,1,4232.67,1103.93,63,1636,1,4230.83,1104.84,63,30,V,R,3,3626,23,160,E,100,400,14,NA,0,TA,14.1,14,SI,13212,S,486,23.06416703,11.07308333,42.52916667
57172,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,4,47,S,847,1,4227.35,1109.64,13,917,1,4229.09,1110.09,12,30,V,R,3,3280,24,138,E,100,250,14,NA,0,TA,19.3,19,SI,13211,S,486,23.06416703,11.16441667,42.47033333
57210,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,13,85,S,845,1,4237.27,1030.16,139,915,1,4237.29,1032.3,139,30,V,R,3,2916,23,170,E,100,650,14,NA,0,TA,13.7,13.7,SI,13213,S,486,22.8815155,10.5205,42.62133333
57175,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,5,50,S,716,1,4238.05,1052.06,104,746,1,4239.62,1050.95,104,30,V,R,3,3277,23,166,E,100,550,14,NA,0,TA,13.9,14,SI,13213,S,486,22.93986368,10.85841667,42.64725
57176,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,4,51,S,1407,1,4234.05,1100.4,82,1437,1,4232.74,1101.57,82,30,V,N,3,3150,23,163,E,100,550,14,NA,0,TA,13.9,14,SI,13212,S,486,23.05524874,11.01641667,42.55658333
57173,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,4,48,S,1105,1,4234.23,1106,24,1135,1,4236,1104.16,24,30,V,R,3,4128,24,147,E,100,300,14,NA,0,TA,15.5,15,SI,13211,S,486,23.14429522,11.08466667,42.58525
57211,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,13,86,S,706,1,4240.51,1021.25,100,736,1,4241.2,1022.75,100,30,V,R,3,2593,23,166,E,100,550,14,NA,0,TA,13.7,13.7,SI,13212,S,486,22.75535155,10.36666667,42.68091667
57187,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,5,62,S,1355,1,4240.73,1043.42,112,1425,1,4239.95,1045.7,112,30,V,R,3,3424,23,167,E,100,600,14,NA,0,TA,13.9,14,SI,13213,S,486,22.83074379,10.74266667,42.67233333
57186,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,5,61,S,1105,1,4240.77,1055.67,65,1135,1,4242.2,1054.02,65,30,V,R,3,3472,23,160,E,100,400,14,NA,0,TA,14.5,14,SI,13212,S,486,22.96152306,10.91408333,42.69141667
57174,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,5,49,S,904,1,4241.12,1057.62,17,934,1,4239.51,1058.28,17,30,V,R,3,3114,24,142,E,100,250,14,NA,0,TA,19.5,19,SI,13211,S,486,22.96152306,10.96583333,42.67191667
57217,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,17,92,S,1706,1,4250.16,1003.34,89,1736,1,4251.57,1003.14,89,30,V,R,3,2625,23,164,E,100,500,14,NA,0,TA,NA,NA,SI,13207,S,486,22.70225239,10.054,42.84775
57218,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,17,93,S,1558,1,4250.24,1004.83,93,1628,1,4249.21,1003.21,93,30,V,R,3,2912,23,165,E,100,500,14,NA,0,TA,NA,NA,SI,13207,S,486,22.70225239,10.067,42.82875
57212,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,12,87,S,1513,1,4249.78,1043.28,33,1543,1,4251.53,1043.35,33,30,V,R,3,3242,24,151,E,100,300,14,NA,0,TA,15.6,15,SI,13211,S,486,22.81123972,10.72191667,42.84425
57213,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,12,88,S,1400,1,4246.13,1042.71,70,1430,1,4246.67,1040.8,70,30,V,R,3,2782,23,161,E,100,450,14,NA,0,TA,14.3,14,SI,13212,S,486,22.81123972,10.69591667,42.77333333
57222,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,18,97,S,1405,1,4253.16,942.55,407,1505,1,4255.35,945.8,387,60,V,N,3,5990,22,184,E,150,1450,14,NA,0,TA,NA,NA,SI,13209,S,486,22.37983608,9.73625,42.90425
57216,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,17,91,S,1430,1,4255.71,1006.88,113,1500,1,4254.56,1008.35,113,30,V,R,3,2917,23,167,E,100,600,14,NA,0,TA,NA,NA,SI,13208,S,486,22.60269189,10.12691667,42.91891667
57215,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,17,90,S,1002,1,4255.19,1013.18,113,1032,1,4256.53,1012.19,113,30,V,R,3,2821,23,167,E,100,600,14,NA,0,TA,NA,NA,SI,13208,S,486,22.69583607,10.21141667,42.931
57220,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,18,95,S,1625,1,4300.33,944.23,140,1655,1,4301.78,943.33,137,30,V,R,3,2948,23,170,E,100,700,14,NA,0,TA,NA,NA,SI,13208,S,486,22.2995615,9.729666667,43.01758333
57221,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,18,96,S,1003,1,4258.48,939.58,368,1103,1,4301.76,938.59,370,60,V,N,3,6220,22,183,E,150,1350,14,NA,0,TA,NA,NA,SI,13209,S,486,22.2995615,9.651416667,43.002
57219,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,18,94,S,735,1,4258.14,946.37,393,835,1,4300.35,942.89,390,60,V,N,3,6243,25,183,E,150,1400,14,NA,0,TA,NA,NA,SI,13209,S,486,22.2995615,9.743833333,42.98741667
57214,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,17,89,S,1018,1,4256.67,1021.54,97,1048,1,4258.34,1021.67,100,30,V,R,3,3097,23,165,E,100,550,14,NA,0,TA,NA,NA,SI,13207,S,486,22.77563143,10.36008333,42.95841667
57224,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,25,99,S,1130,1,4307.81,1002.27,170,1200,1,4306.31,1002.36,170,30,V,R,3,2780,23,173,E,100,800,14,NA,0,TA,NA,NA,SI,13208,S,486,22.29865456,10.03858333,43.11766667
57228,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,19,103,S,713,1,4303.88,1006.78,148,743,1,4305.48,1006.78,148,30,V,R,3,2963,23,171,E,100,700,14,NA,0,TA,NA,NA,SI,13208,S,486,22.36837745,10.113,43.078
57227,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,19,102,S,947,1,4306.3,1012.74,122,1017,1,4307.67,1011.6,122,30,V,R,3,2968,23,168,E,100,600,14,NA,0,TA,NA,NA,SI,13208,S,486,22.49006462,10.20283333,43.11641667
57252,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,21,127,S,1148,1,4303.11,1026.95,71,1218,1,4305.24,1026.76,71,30,V,R,3,2955,23,161,E,100,400,14,NA,0,TA,NA,NA,SI,13207,S,486,22.76639128,10.44758333,43.06958333
57253,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,21,128,S,958,1,4305.53,1030.44,27,1028,1,4303.43,1030.38,25,30,V,R,3,3704,24,148,E,100,300,14,NA,0,TA,NA,NA,SI,13206,S,486,22.95343542,10.50683333,43.07466667
57230,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,25,105,S,1730,1,4313.57,947.63,388,1830,1,4310.95,945.25,410,60,V,R,3,5819,22,184,E,150,1500,14,NA,0,TA,NA,NA,SI,13209,S,486,22.13539004,9.774,43.20433333
57229,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,25,104,S,1545,1,4313.15,954.08,192,1615,1,4314.24,954.95,200,30,V,R,3,2408,22,174,E,100,850,14,NA,0,TA,NA,NA,SI,13208,S,486,22.19274068,9.908583333,43.22825
57225,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,19,100,S,1118,1,4311.27,1002.91,163,1148,1,4309.7,1003.3,163,30,V,R,3,2954,23,172,E,100,750,14,NA,0,TA,NA,NA,SI,13208,S,486,22.34382677,10.05175,43.17475
57226,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,25,101,S,1002,1,4310.77,1007.29,140,1032,1,4312.12,1006.26,141,30,V,R,3,2860,23,170,E,100,600,14,NA,0,TA,NA,NA,SI,13208,S,486,22.34382677,10.11291667,43.19075
57250,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,21,125,S,1628,1,4314.13,1014.75,115,1654,1,4315.21,1013.79,112,26,V,R,3,2382,24,167,E,100,600,14,NA,0,TA,NA,NA,SI,13208,S,486,22.50067234,10.23783333,43.2445
57251,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,21,126,S,1504,1,4310.58,1020.11,103,1534,1,4312.06,1018.82,103,30,V,R,3,3247,23,166,E,100,550,14,NA,0,TA,NA,NA,SI,13208,S,486,22.63105202,10.32441667,43.18866667
57254,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,21,129,S,824,1,4312,1028.48,25,854,1,4310.16,1029,25,30,V,N,3,2650,24,148,E,100,250,14,NA,0,TA,NA,NA,SI,13206,S,486,23.02896357,10.479,43.18466667
57232,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,2,107,S,945,1,4324.32,933.46,400,1045,1,4327.9,933.59,410,60,V,R,3,6632,22,184,E,150,1400,14,NA,0,TA,NA,NA,SI,13209,S,486,22.01210475,9.55875,43.43516667
57231,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,2,106,S,1218,1,4325.47,928.91,505,1318,1,4328.69,928.05,520,60,V,N,3,6074,22,187,E,200,1600,14,NA,0,TA,NA,NA,SI,13210,S,486,21.94260311,9.474666667,43.45133333
57249,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,25,124,S,707,1,4327.89,1019.24,47,737,1,4326.47,1020.45,47,30,V,R,3,3092,23,156,E,100,350,14,NA,0,TA,NA,NA,SI,13206,S,486,21.94260311,10.33075,43.453
57235,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,4,110,S,910,1,4338.39,934.38,572,1010,1,4335.87,936.55,563,60,V,R,3,5499,22,188,E,200,1750,14,NA,0,TA,NA,NA,SI,13210,S,486,21.99314237,9.591083333,43.61883333
57233,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,4,108,S,1117,1,4335.94,935.94,592,1217,1,4332.67,935.42,580,60,V,N,3,6096,22,189,E,200,1800,14,NA,0,TA,NA,NA,SI,13210,S,486,21.99314237,9.594666667,43.57175
57234,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,4,109,S,1450,1,4335.24,941.72,510,1550,1,4338.38,941.35,520,60,V,R,3,5836,22,187,E,200,1650,14,NA,0,TA,NA,NA,SI,13210,S,486,22.0440526,9.69225,43.6135
57223,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,2,98,S,1622,1,4331.85,953.86,290,1722,1,4334.85,952.76,290,60,V,R,3,5748,22,179,E,150,1150,14,NA,0,TA,NA,NA,SI,13209,S,486,22.21284985,9.8885,43.55583333
57278,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,11,153,S,740,1,4344,749.8,610,828,1,4343.92,747.13,580,48,V,R,3,3576,22,189,E,200,1900,14,NA,0,TA,NA,NA,SI,13205,S,486,21.13334751,7.80775,43.73266667
57237,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,3,112,S,750,1,4340.19,949.39,320,850,1,4343.11,947.47,322,60,V,R,3,5987,22,181,E,150,1200,14,NA,0,TA,NA,NA,SI,13209,S,486,22.12758875,9.807166667,43.69416667
57238,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,28,113,S,1000,1,4341.67,950.16,262,1100,1,4344.57,948.52,263,60,V,R,3,5802,22,178,E,150,1050,14,NA,0,TA,NA,NA,SI,13209,S,486,22.12758875,9.822333333,43.71866667
57236,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,3,111,S,1010,1,4341.65,946.33,377,1110,1,4344.09,943.67,378,60,V,R,3,5753,22,183,E,150,1350,14,NA,0,TA,NA,NA,SI,13209,S,486,22.12758875,9.75,43.7145
57240,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,3,115,S,1250,1,4346.13,949.75,205,1350,1,4342.7,950.72,214,60,V,R,3,6111,22,175,E,150,850,14,NA,0,TA,NA,NA,SI,13209,S,486,22.12758875,9.83725,43.74025
57239,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,28,114,S,830,1,4339.36,955.73,140,900,1,4341.08,955.12,137,30,V,R,3,3288,23,170,E,100,700,14,NA,0,TA,NA,NA,SI,13208,S,486,22.26101113,9.92375,43.67033333
57243,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,28,118,S,1435,1,4343.36,1001.34,67,1510,1,4341.71,1002.62,68,35,V,R,3,3300,23,160,E,100,450,14,NA,0,TA,NA,NA,SI,13207,S,486,22.42182827,10.033,43.70891667
57244,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,22,119,S,722,1,4339.08,1011.52,18,752,1,4340.9,1010.85,18,30,V,R,3,3488,24,143,E,100,250,14,NA,0,TA,NA,NA,SI,13206,S,486,23.05659056,10.18641667,43.6665
57255,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,11,130,S,1315,1,4350.43,759,81,1343,1,4349.57,758.12,82,28,V,R,3,2593,23,163,E,100,500,14,NA,0,TA,NA,NA,SI,13202,S,486,21.13983631,7.976,43.83333333
57277,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,11,152,S,1045,1,4349.76,807.26,340,1145,1,4351.73,810.32,360,60,V,R,3,5478,22,182,E,150,1300,14,NA,0,TA,NA,NA,SI,13204,S,486,21.23009348,8.1465,43.84575
57259,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,7,134,S,1230,1,4347.08,926.64,501,1330,1,4344.21,929.22,504,60,V,R,3,5800,22,187,E,200,1600,14,NA,0,TA,NA,NA,SI,13205,S,486,21.9876132,9.4655,43.76075
57260,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,6,135,S,1005,1,4348.69,931.44,390,1105,1,4350.7,928.38,411,60,V,R,3,5529,22,184,E,150,1400,14,NA,0,TA,NA,NA,SI,13204,S,486,21.9876132,9.4985,43.82825
57261,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,7,136,S,955,1,4348.88,933.2,347,1055,1,4351.06,930.33,360,60,V,R,3,5926,22,182,E,150,1300,14,NA,0,TA,NA,NA,SI,13204,S,486,21.9876132,9.529416667,43.83283333
57258,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,7,133,S,725,1,4352.32,938.68,400,825,1,4349.23,939.04,398,60,V,R,3,5742,22,184,E,150,1400,14,NA,0,TA,NA,NA,SI,13204,S,486,22.04388475,9.647666667,43.84625
57242,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,28,117,S,1215,1,4349.88,954.82,80,1245,1,4348.57,956.21,84,30,V,R,3,3055,23,163,E,100,500,14,NA,0,TA,NA,NA,SI,13207,S,486,22.36081481,9.92525,43.82041667
57245,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,22,120,S,955,1,4349.2,1007.48,18,1025,1,4350.88,1006.9,18,30,V,R,3,3206,24,143,E,100,250,14,NA,0,TA,NA,NA,SI,13206,S,486,22.82829928,10.11983333,43.834
57273,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,10,148,S,1400,1,4356.61,818.54,628,1500,1,4354,818.75,650,60,V,R,3,5250,22,190,E,200,1850,14,NA,0,TA,NA,NA,SI,13205,S,486,21.55011416,8.31075,43.92175
57262,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,6,137,S,729,1,4352.82,938.06,402,833,1,4349.74,938.34,406,64,V,R,3,5716,22,184,E,150,1400,14,NA,0,TA,NA,NA,SI,13204,S,486,22.16974163,9.636666667,43.85466667
57241,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,3,116,S,1523,1,4350.91,951.46,102,1553,1,4352.27,950.53,102,30,V,R,3,2808,23,166,E,100,550,14,NA,0,TA,NA,NA,SI,13208,S,486,22.39841556,9.849916667,43.85983333
57246,ITA,9,FRP,GOC73,GC73,WHS8,1997,6,22,121,S,1100,1,4350.94,1004.99,20,1135,1,4352.1,1003.41,21,35,V,R,3,3011,24,145,E,100,250,14,NA,0,TA,NA,NA,SI,13206,S,486,23.07291341,10.07,43.85866667
57248,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,3,123,S,1835,1,4355.51,1007.42,14,1905,1,4353.96,1007.64,14,30,V,R,3,2885,24,140,E,100,250,14,NA,0,TA,NA,NA,SI,13206,S,486,23.07291341,10.1255,43.91225
57247,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,3,122,S,1720,1,4356.85,1003.18,14,1750,1,4356.12,1005.16,14,30,V,R,3,2966,24,140,E,100,250,14,NA,0,TA,NA,NA,SI,13206,S,486,23.07291341,10.0695,43.94141667
57275,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,10,150,S,1105,1,4400.5,815.13,100,1135,1,4359.03,813.42,98,30,V,R,3,3549,23,166,E,100,550,14,NA,0,TA,NA,NA,SI,13202,S,486,21.18720436,8.237916667,43.99608333
57265,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,8,140,S,825,1,4357,919.4,580,925,1,4359,922,620,60,V,N,3,5926,22,189,E,200,1750,14,NA,0,TA,NA,NA,SI,13205,S,486,22.08011246,9.345,43.96666667
57264,ITA,9,FRP,GOC73,GC73,WHS8,1997,7,6,139,S,1320,1,4400.27,936.55,390,1420,1,4357.28,937.39,394,60,V,R,3,5649,22,183,E,150,1400,14,NA,0,TA,NA,NA,SI,13204,S,486,22.3293066,9.616166667,43.97958333
